"""Percorsi dell'arte 2.0"", Smart Campus","Description Dalla postazione Smart Campus in piazza Duomo potrai fare un tour con la nostra app che ti guiderà alla scoperta delle installazioni artistiche dislocate in vari punti della città in occasione dell’apertura del nuovo Museo di Scienze. Smart Campus sviluppa soluzioni avanzate di Information and Communication Technology (ICT) volte a catalizzare la creatività e l’entusiasmo di tutti gli individui e le istituzioni coinvolti in un campus universitario, stimolandoli a diventare produttori attivi di servizi innovativi progettati a supporto delle loro attività quotidiane. Il progetto è finanziato da TrentoRISE, l’associazione che connette i principali enti di ricerca, formazione e impresa che operano nel settore ICT nell’area di Trento. LOCATION: piazza Duomo ORARIO: 26 luglio: 9.00-13.00 e 14.00-19.00 e 27 luglio: 9.00-13.00 e 14.00-17.00","http://www.smartcampuslab.it/","http://www.smartcampuslab.it/download/muse/smartcampus.jpg"
"""Il lento sciogliersi del ghiaccio"", Federico Seppi","Description Il lavoro presentato dal titolo “Il lento sciogliersi del ghiaccio” rappresenta il rapporto tra tempo e natura nel suo passaggio di stato. L’installazione diventa cosi lo specchio del suono, un prodotto del lascito del tempo e del suo leggero sgocciolamento. Essa scaturisce un ritmo creato dalla natura. AUTORE: “Nato nell 1990 a Trento risiede a Ruffrè-Mendola. Dopo il diploma presso l’istituto d’arte “A.Vittoria” di Trento, si inscrive all’Acc. di Belle Arti di Venezia, che tuttora frequenta. La sua arte vive di sperimentazione sui maretiali, grazie ad una raffinata sensibilità ecologica ed estetica che li consente di raggiungere l’ essenza della natura.” - Gabriele Lorenzoni - LOCATION: piazza Garzetti ORARIO: 26 luglio: 9.00-13.00 e 14.00-19.00 e 27 luglio: 9.00-13.00 e 14.00-17.00","http://www.gigarte.com/federicoseppi","http://www.smartcampuslab.it/download/muse/seppi.jpg"
"""Al di là della barriera"", Daniele Ottobrino","Description Al di là della barriera, è un progetto realizzato in stop motion, dove un lupo, con il suo lungo cammino, diviene il simbolo di una natura aggredita dall’uomo, dove le barriere artificiali diventano un ostacolo per gli spostamenti degli animali e quindi per la loro riproduzione e sopravvivenza. AUTORE: Daniele Ottobrino, fotografo con un Master in Photography & Visual Design presso Naba/Forma, conta tra le sue numerose esposizioni il Mois de la Photo di Parigi e il Centro Italiano della Fotografia d’Autore, pubblicando in magazine come Nothing to See Here, fra i vari. LOCATION: Cafè de la Paix. ORARIO: 26 luglio: 9.00-13.00 e 14.00-19.00 e 27 luglio: 9.00-13.00 e 14.00-17.00","http://www.danieleottobrino.com/","http://www.smartcampuslab.it/download/muse/ottobrino.jpg"
"""Sacred Circle"", Michele Ojas Azzaro","Description "Sacred circle" consiste in un percorso verso il centro di se stessi. La luce, il colore e la bellezza del punto centrale diventano un impulso irresistibile per diventare ciò che si è e vedersi riflessi in questo archetipo. Il visitatore, grazie a musiche e suoni, sperimenta nel vuoto lo spazio sacro del suo centro sostando in contemplazione. AUTORE: Michele Ojas Azzaro è un artista italiano diplomato in Scenografia all’Accademia di Belle Arti di Brera - Milano. Ha cominciato la sua ricerca artistica occupandosi di Mandala e approfondendo l’archetipo del cerchio e la sua sacralità. La sua espressione diviene per lui un atto rituale di meditazione, un cancello di accesso al sé anche per chi osserva. LOCATION: Teatrincorso Spazio 14 ORARIO: 26 luglio: 9.00-13.00 e 14.00-19.00 e 27 luglio: 9.00-13.00 e 14.00-17.00","http://www.ojasazzaro.net/","http://www.smartcampuslab.it/download/muse/azzaro.jpg"
"""Pittura in Movimento"", Linda Brindisi","Description "PitturaInMovimento" è un progetto d'Arte Contemporanea che da dieci anni gira in Italia e all'estero cercando di far dipingere il maggior numero di persone. Queste grandi Rote sono visioni di colori e trasmettono energia e gioco allo spettatore. Le performance sono sempre diverse come diverse sono le location, difficilmente l'artista torna nello stesso luogo essendo la sua una pittura “In Movimento ”. PitturaInMovimento ha fatto dipingere in questi anni all'interno di eventi culturali ( festival, mostre, spazi museali ) all'aperto o al coperto, in notturne ben illuminate, con musica dal vivo, con tutti i tipi possibili di pavimentazioni. Ogni volta cambiano le dimensioni o le forme, sono stati dipinti in quattro giorni 400 mt. di pittura su lunghe strisce a terra a Perugia, grandi murales, pannelli, grandi tele dai differenti formati, grandi Rote e anche una casa a grandezza naturale. Linda non ama le etichette e quindi anche “ Arte Contemporanea “ le sta un po' stretta, preferisce vederla come una “ Pittura Viva “ perchè è viva, ha una forma, un tema, dei colori, è materica. I suoi lavori non sono mai lasciati al caso tutto è pensato, studiato e provato prima di essere realizzato. Negli anni Linda Brindisi ha lavorato su diversi aspetti arrivando all'essenziale per quanto riguarda i materiali e la loro scelta di prima qualità ed ecologica, ad una forma funzionale e dinamica, ad un lavoro semplice e quindi di grande ricerca e studio prima della realizzazione. PitturaInMovimento è in forte sintonia con la musica perchè malgrado pittura e musica siano due cose diverse in questo progetto hanno dei punti in comune, non solo la forma il cerchio che richiama i vinili e i cd ma dipingere durante una performance è quasi come assistere ad un concerto l'energia che ne scaturisce è la medesima. Infine l'importanza del viaggio e del portare questo progetto al di fuori del nostro paese è altrettanto vitale proprio perchè l'artista crede sia giusto condividere la pittura con più persone possibili anche di altre culture e nazionalità. “Possibile è davvero una bella parola perché ho fatto molti lavori veramente a prima vista impossibili e proprio osando e rischiando li ho realizzati tutti. Credo che tutto sia possibile in base a quanto lavoro c'è alle spalle e a quanta determinazione c'è nel realizzarlo al meglio. In una goccia di colore c'è speranza ancora per qualcosa di buono “ Linda Brindisi AUTRICE: Linda Pro Nipote del pittore del '900 Remo Brindisi trascorre col Maestro le lunghe estati nella sua Casa-Museo a Lido di Spina nel ferrarese. Cresce in mezzo alla pittura e alla cultura dell'arte Italiana imparando a conoscere fin da piccola i grandi Maestri della pittura Italiana e le loro tecniche pittoriche. Fin da ragazzina coltiva la pittura e la scrittura formandosi poi a Milano dove segue differenti corsi di pittura, in particolare la pittura antroposofica secondo il metodo di Rudolf Steiner e la pittura a Closlieu secondo il metodo di Arno Stern. La pittura di Linda è colorata, decisa e in perenne movimento. L'artista dipinge pezzi unici in cerchi, dai differenti diametri, rivisitando materiali di scarto e poveri, come faesite, legno, canapa, sughero, stoffe, carte riciclate. E' un'artista attenta ai materiali e al loro sviluppo. Fa dipingere performance in location sempre differenti usando superfici che potenzialmente possono essere anche molto estese, nascono così le sue gigantesce Rote col progetto PitturaInMovimento che Linda porta in giro in Italia e all'estero. Un progetto forte e innovativo che ha toccato con le sue “ Gocce di Colore “ come le ama definire l'artista, la Biennale di Venezia -2007 , l'Australia a Melbourne - 2009 , lo Spazio Oberdan di Milano con un'esposizione di tutte le grandi Rote - 2010 , la Francia - 201, la Casa Museo Remo Brindisi e il Museo del ‘900 di Milano. Un progetto PitturaInMovimento che è stato già definito in tanti modi: Arte Contemporanea, Street Art al femminile ma che Linda ama definire come “ Pittura Viva “. I suoi Assalti Pittorici ormai sono numerosi più di 40 Rote in 12 anni. La sua filosofia di vita è : “ Mettersi in viaggio con i barattoli di colore nello zaino e una manciata di vento in tasca. LOCATION: Piazza Lodron ORARIO: 26 luglio: 9.00-13.00 e 14.00-19.00 e 27 luglio: 9.00-13.00 e 14.00-17.00","http://www.lindabrindisi.it/","http://www.smartcampuslab.it/download/muse/brindisi_linda.jpg"
"""Galileo al Muse"", Liceo Galileo Galilei","Description Gli exhibit presentati in questa occasione fanno parte della mostra permanente “La casa di Galileo” che si trova presso il Liceo Scientifico G. Galilei di Trento. Tale mostra è stata realizzata alcuni anni fa con il contributo di vari docenti e di alcuni studenti. La sezione che riguarda lo studio condotto da Galileo sulla caduta dei gravi, è stata scelta quale contributo agli eventi legati all’inaugurazone del nuovo Museo delle Scienze. Il piano inclinato esposto, interamente realizzato dai docento della scuola, è una copia fedele di quello utilizzato da Galileo Galilei (1564-1642), lo scienziato che ha posto le basi di un metodo di fare scienza tuttora valido. AUTORE: liceo scientifico Galielo Galilei LOCATION: Fondazione Cassa di Risparmio di Trento e Rovereto ORARIO: 26 luglio: 9.00-13.00 e 14.00-19.00 e 27 luglio: 9.00-13.00 e 14.00-17.00","https://www.lsgalilei.org/index.php/organizzazione/gli-ambienti-reali/casa-digalileo/59-casa-di-galileo","http://www.smartcampuslab.it/download/muse/galilei.jpg"
"""Relitti scolpiti dal tempo"", Maria Cristina Ballestracci","Description Una moltitudine di uomini di mare converge da ogni parte del globo acqueo verso una baia, una lingua sottile di sabbia in mezzo al nulla salino. Alcuni vengono da lontanissimo, tutti per un motivo irresistibile, ma insondabile, richiamati forse da una malìa arcana. Così, sospesi nell'oceano, immobili, le barche legate le une alle altre, incapaci di parlare, di definirsi, forse addirittura di sentirsi, eppure unanimi, quieti nonostante l'allerta, pervasi da una sorta d'armonia... aspettano. È la metamorfosi delle forme, dei materiali, cui sottraendo molto Maria Cristina ridona energia. Metamorfosi di uomini e donne di mare, terrestri di provenienza, acquatici di destinazione, né vivi né morti, come diceva Platone dei naviganti, bensì uomini di mare. (testo di Simone Perotti) AUTRICE: Nata a Vimercate (MI) nel 1967, dopo aver conseguito il diploma di geometra inizia la sua attività professionale in numerosi studi di architettura dove, a vario titolo, lavora alla stesura e alla realizzazione di vari progetti sia di architettura pubblica, che privata. Queste esperienze le permetteranno di acquisire un cospicuo bagaglio di conoscenze che si manifesterà, soprattutto, nel campo del design dove progetterà molti oggetti d’uso, complementi d’arredo ed allestimenti. Ricoprirà anche il ruolo di “stylist” per le campagne pubblicitarie di alcune aziende di moda. Contemporaneamente cresce il suo interesse per l’arte che la conduce a produrre una serie di opere dove la parola scritta e la rielaborazione di elementi naturali (pazientemente scelti in base alla forma e al lavoro esercitato su di essi dall’azione del tempo) vengono ricomposti all’interno di quadri fondati sull’espressività di segni in equilibrio tra essenzialità, misura e ritmo. Il suo lavoro, sia che si tratti di una casa, di un interno o di un quadro è rivolto alla ricerca di una comunicazione, priva di ridondanza, in cui la purezza e l’essenzialità del segno colgano il significato più profondo delle cose in quella zona dove bellezza e poesia si fondono in una sola entità. Dal 2006 è la curatrice dell’evento culturale “MANIFESTA il lavoro delle donne”. LOCATION: FBK ORARIO: 26 luglio: 9.00-13.00 e 27 luglio: 9.00-13.00","http://www.mariacristinaballestracci.com/","http://www.smartcampuslab.it/download/muse/ballestracci.jpg"
"""Umwelten (disgelo)"", Adriano  Siesser","Description Nella teoria semiotica l'umwelt (plurale: umwelten) è «il fondamento biologico che sta nell'esatto epicentro della comunicazione e del significato dell'animale-uomo (e non)», termine tradotto delle volte con "universo soggettivo". Semplificando, è come se non esistesse un ambiente oggettivo valido per tutti gli organismi che lo abitano; ogni organismo riconosce dei particolari aspetti significativi di cui questo mondo semiotico è ricco, riuscendo così a ricreare e dare forma al proprio ambiente, umwelt appunto, nel momento in cui interagisce con esso. Questa teoria prevede un'infinita varietà di mondi percettivi, tutti collegati fra loro come in una grande partitura musicale e, tuttavia, non comunicanti e reciprocamente esclusivi; questo meccanismo è detto "circolo funzionale". Secondo questo principio, nonostante numerosi organismi possano abitare, ad esempio, la stessa foresta, ogni singolo individuo in realtà abita una foresta diversa a se stante, per l'unicità e la diversità della storia, delle esperienze e della struttura che lo caratterizzano. Quando due umwelten interagiscono, viene a crearsi una "semiosfera", un nuovo ambiente. AUTORE: Adriano Siesser è nato il 7 marzo 1987 a Trento; ha frequentato l'Istituto d'arte Alessandro Vittoria e l'Accademia di Belle Arti di Bologna, conseguendo una laurea triennale in Arti Visive nel 2011. Dal 2011 ha frequentando il biennio specialistico in Grafica d'Arte presso l'Accademia di Belle Arti di Venezia, conseguendo una laurea biennale nel febbraio 2013. Nel marzo del 2007 ha frequentato un corso di stampa d'arte presso la Corte della Miniera di Urbino. Nell'aprile del 2007 ha frequentato un corso di ceramica a Běchyne in Boemia. Nel 2009 ha partecipato al Premio Arte e Scienza della Fondazione Mario Golinelli con un'opera di incisione selezionata per la mostra a Bologna. Nel giugno 2011 ha partecipato al workshop di fotografia L'anima dei luoghi, condotto da Emilio Fantin all'interno dell'esperienza Front of Art. Nell'agosto 2011 ha esposto insieme a Stefano Cattarina presso casa Corni per la mostra mymalaya, a Caldonazzo (Trento). Nell'autunno 2011 ha frequentato il corso comporre con i suoni del paesaggio presso la Fondazione Giorgio Cini (Venezia), esibendosi nel gennaio 2012 presso l'isola di S.Giorgio con un brano di musica elettronica contemporanea in ottofonia. Nel marzo 2012 ha esposto con Andrea Conci all'interno dell'evento Fai la tua pArte a Levico Terme (Trento). Nel maggio/giugno 2012 ha esposto con Andrea Conci alcune foto realizzate durante il workshop L'anima dei luoghi presso il CRAC di Cremona. Il 23 giugno 2012 ha esposto e attivato la camera oscura/stenopeica presso l'Accademia di Belle Arti di Venezia per l'evento Art Night a Venezia. Nell'agosto 2012 ha esposto insieme a Davide Barbini, Elisabetta Gomirato, Claudio Fabris e Federica Bezzoli presso casa Corni per la mostra incidere sul paesaggio, a Caldonazzo (Trento). Nell'aprile 2013 ha esposto l'installazione umwelten (Merano) alla mostra CAIRN - relazioni tra arte e ambiente al Centro per la Cultura di Merano (Bolzano). Nel giugno 2013 ha installato con Sebastian Kulbaka l'opera di land art interattiva baccelli olfattivi, seconda classificata al Premio Nazionale di Land Art presso il parco di Villa Breda a Ponte sul Brenta (Padova). LOCATION: Centro Culturale Santa Chiara ORARIO: 26 luglio: 9.00-13.00 e 14.00-19.00 e 27 luglio: 9.00-13.00 e 14.00-17.00","http://adrianosiesser.webnode.it/","http://www.smartcampuslab.it/download/muse/siesser.jpg"
